100000 2986
200000 2558
300000 2832
400000 2208
500000 2506
600000 2066
700000 2392
800000 1974
900000 1984
1000000 1772
1100000 1674
1200000 1438
1300000 1712
1400000 1514
1500000 1380
1600000 1616
1700000 2018
1800000 1968
1900000 2322
2000000 2460
2100000 2362
2200000 2060
2300000 2138
2400000 1856
2500000 1480
2600000 1244
2700000 1122
2800000 974
2900000 1576
3000000 1352
3100000 1362
3200000 1410
3300000 1584
3400000 1176
3500000 1456
3600000 1496
3700000 1404
3800000 1804
3900000 1890
4000000 1528
4100000 1056
4200000 748
4300000 974
4400000 838
4500000 886
4600000 1236
4700000 1384
4800000 1338
4900000 1326
5000000 1116
5100000 952
5200000 806
5300000 636
5400000 708
5500000 332
5600000 -48
5700000 184
5800000 266
5900000 444
6000000 772
6100000 560
6200000 932
6300000 1060
6400000 1028
6500000 928
6600000 1042
6700000 1078
6800000 956
6900000 1260
7000000 1142
7100000 968
7200000 510
7300000 524
7400000 440
7500000 124
7600000 136
7700000 -96
7800000 6
7900000 356
8000000 952
8100000 988
8200000 1054
8300000 542
8400000 746
8500000 596
8600000 646
8700000 630
8800000 594
8900000 114
9000000 382
9100000 298
9200000 200
9300000 -310
9400000 -196
9500000 -48
9600000 8
9700000 -324
9800000 -746
9900000 -602
10000000 -14
10100000 190
10200000 -462
10300000 -446
10400000 -550
10500000 -806
10600000 -18
10700000 -386
10800000 -906
10900000 -1128
11000000 -1118
11100000 -832
11200000 -1044
11300000 -1502
11400000 -1368
11500000 -1470
11600000 -1468
11700000 -1952
11800000 -1522
11900000 -1572
12000000 -1734
12100000 -1892
12200000 -1744
12300000 -1772
12400000 -1344
12500000 -1292
12600000 -956
12700000 -726
12800000 -100
12900000 -276
13000000 -316
13100000 -316
13200000 -174
13300000 402
13400000 342
13500000 510
13600000 54
13700000 54
13800000 -76
13900000 -242
14000000 -112
14100000 -280
14200000 -330
14300000 -666
14400000 -750
14500000 -1116
14600000 -1182
14700000 -1176
14800000 -1352
14900000 -996
15000000 -1090
15100000 -1258
15200000 -488
15300000 -360
15400000 -180
15500000 -116
15600000 -608
15700000 -596
15800000 -542
15900000 -960
16000000 -1076
16100000 -988
16200000 -1288
16300000 -900
16400000 -738
16500000 -302
16600000 -824
16700000 -842
16800000 -982
16900000 -1010
17000000 -1276
17100000 -1316
17200000 -1062
17300000 -1074
17400000 -1462
17500000 -1910
17600000 -2128
17700000 -1698
17800000 -1152
17900000 -890
18000000 -970
18100000 -992
18200000 -1110
18300000 -1564
18400000 -1228
18500000 -1100
18600000 -1012
18700000 -1136
18800000 -1046
18900000 -534
19000000 -558
19100000 -182
19200000 12
19300000 34
19400000 172
19500000 -24
19600000 274
19700000 384
19800000 524
19900000 550
20000000 500
20100000 -22
20200000 68
20300000 -442
20400000 -534
20500000 -606
20600000 -772
20700000 -796
20800000 -978
20900000 -382
21000000 -236
21100000 -288
21200000 16
21300000 -244
21400000 -200
21500000 186
21600000 -228
21700000 -164
21800000 106
21900000 478
22000000 620
22100000 778
22200000 648
22300000 798
22400000 962
22500000 836
22600000 1236
22700000 1428
22800000 1692
22900000 1772
23000000 1878
23100000 1850
23200000 1920
23300000 1804
23400000 1526
23500000 1566
23600000 1388
23700000 1948
23800000 1614
23900000 1150
24000000 1462
24100000 1420
24200000 1696
24300000 1974
24400000 1984
24500000 1996
24600000 2022
24700000 1686
24800000 2298
24900000 2098
25000000 2360
25100000 2452
25200000 2450
25300000 1944
25400000 2032
25500000 1552
25600000 1562
25700000 1558
25800000 1254
25900000 1208
26000000 1846
26100000 1546
26200000 1006
26300000 1164
26400000 1470
26500000 1728
26600000 1454
26700000 1422
26800000 1052
26900000 1596
27000000 1296
27100000 1324
27200000 1138
27300000 1730
27400000 1926
27500000 1470
27600000 1728
27700000 1762
27800000 1556
27900000 1222
28000000 704
28100000 404
28200000 340
28300000 288
28400000 650
28500000 746
28600000 702
28700000 536
28800000 1060
28900000 1246
29000000 1470
29100000 1106
29200000 1188
29300000 1510
29400000 1190
29500000 1268
29600000 1086
29700000 752
29800000 410
29900000 24
30000000 188
30100000 202
30200000 350
30300000 782
30400000 800
30500000 1144
30600000 1702
30700000 1862
30800000 1782
30900000 1382
31000000 1366
31100000 1118
31200000 1236
31300000 1342
31400000 1238
31500000 1154
31600000 1270
31700000 1026
31800000 1384
31900000 1306
32000000 804
32100000 920
32200000 1506
32300000 1316
32400000 1480
32500000 1402
32600000 1350
32700000 1220
32800000 1010
32900000 1234
33000000 1034
33100000 924
33200000 872
33300000 1102
33400000 884
33500000 1158
33600000 1312
33700000 632
33800000 468
33900000 632
34000000 602
34100000 116
34200000 324
34300000 864
34400000 338
34500000 338
34600000 486
34700000 696
34800000 468
34900000 438
35000000 482
35100000 148
35200000 278
35300000 -160
35400000 -448
35500000 498
35600000 322
35700000 248
35800000 210
35900000 44
36000000 -108
36100000 424
36200000 1002
36300000 1056
36400000 452
36500000 806
36600000 1064
36700000 1130
36800000 1302
36900000 1224
37000000 1110
37100000 1422
37200000 1176
37300000 672
37400000 492
37500000 70
37600000 90
37700000 440
37800000 -98
37900000 690
38000000 702
38100000 440
38200000 200
38300000 616
38400000 96
38500000 570
38600000 550
38700000 648
38800000 954
38900000 350
39000000 292
39100000 242
39200000 534
39300000 920
39400000 1156
39500000 1052
39600000 1538
39700000 1568
39800000 1796
39900000 1586
40000000 1290
40100000 1070
40200000 1292
40300000 1438
40400000 1518
40500000 1608
40600000 1430
40700000 1186
40800000 1028
40900000 1242
41000000 1348
41100000 1164
41200000 1294
41300000 1334
41400000 1302
41500000 1224
41600000 1190
41700000 1176
41800000 1282
41900000 1502
42000000 1420
42100000 1140
42200000 688
42300000 650
42400000 256
42500000 130
42600000 -342
42700000 -120
42800000 -168
42900000 466
43000000 758
43100000 388
43200000 366
43300000 118
43400000 26
43500000 152
43600000 312
43700000 556
43800000 462
43900000 348
44000000 372
44100000 108
44200000 114
44300000 204
44400000 408
44500000 242
44600000 330
44700000 248
44800000 -152
44900000 -402
45000000 -486
45100000 -442
45200000 -562
45300000 -1060
45400000 -396
45500000 -472
45600000 202
45700000 574
45800000 164
45900000 350
46000000 522
46100000 462
46200000 238
46300000 742
46400000 184
46500000 614
46600000 956
46700000 1506
46800000 1626
46900000 1492
47000000 1434
47100000 1402
47200000 1522
47300000 1450
47400000 1768
47500000 1742
47600000 1332
47700000 1560
47800000 1370
47900000 1592
48000000 1522
48100000 1108
48200000 1092
48300000 1152
48400000 1274
48500000 1486
48600000 1314
48700000 1514
48800000 1570
48900000 1496
49000000 1694
49100000 1818
49200000 2146
49300000 2144
49400000 2594
49500000 2330
49600000 2118
49700000 2388
49800000 2552
49900000 2320
50000000 2472
50100000 2282
50200000 2332
50300000 2304
50400000 1870
50500000 1212
50600000 580
50700000 734
50800000 186
50900000 368
51000000 452
51100000 320
51200000 294
51300000 474
51400000 862
51500000 812
51600000 1012
51700000 1224
51800000 1014
51900000 1066
52000000 1192
52100000 1428
52200000 1368
52300000 1000
52400000 984
52500000 950
52600000 856
52700000 188
52800000 84
52900000 174
53000000 422
53100000 408
53200000 270
53300000 516
53400000 466
53500000 286
53600000 -28
53700000 586
53800000 924
53900000 1190
54000000 1158
54100000 1178
54200000 1000
54300000 924
54400000 770
54500000 922
54600000 586
54700000 692
54800000 520
54900000 -70
55000000 220
55100000 2
55200000 126
55300000 -90
55400000 50
55500000 62
55600000 -172
55700000 -434
55800000 -764
55900000 -202
56000000 -262
56100000 -128
56200000 -334
56300000 2
56400000 -412
56500000 -426
56600000 -378
56700000 -186
56800000 -86
56900000 288
57000000 174
57100000 556
57200000 870
57300000 614
57400000 182
57500000 -86
57600000 222
57700000 384
57800000 472
57900000 640
58000000 248
58100000 1020
58200000 1000
58300000 1172
58400000 638
58500000 450
58600000 324
58700000 382
58800000 168
58900000 -28
59000000 -96
59100000 308
59200000 -18
59300000 -368
59400000 -328
59500000 136
59600000 -112
59700000 -580
59800000 -344
59900000 -158
60000000 -580
60100000 -298
60200000 -410
60300000 -448
60400000 -318
60500000 -696
60600000 -390
60700000 -176
60800000 -346
60900000 -338
61000000 -324
61100000 -282
61200000 -152
61300000 632
61400000 942
61500000 1084
61600000 846
61700000 444
61800000 374
61900000 638
62000000 926
62100000 1112
62200000 1144
62300000 1126
62400000 1332
62500000 898
62600000 1150
62700000 784
62800000 1268
62900000 1190
63000000 1122
63100000 1180
63200000 684
63300000 892
63400000 470
63500000 606
63600000 1030
63700000 834
63800000 524
63900000 580
64000000 148
64100000 120
64200000 -62
64300000 66
64400000 42
64500000 56
64600000 -312
64700000 -452
64800000 -326
64900000 -470
65000000 -712
65100000 -1020
65200000 -1316
65300000 -1154
65400000 -872
65500000 -904
65600000 -192
65700000 352
65800000 302
65900000 -80
66000000 -202
66100000 -200
66200000 36
66300000 -184
66400000 494
66500000 362
66600000 410
66700000 820
66800000 486
66900000 468
67000000 622
67100000 404
67200000 920
67300000 386
67400000 810
67500000 608
67600000 370
67700000 474
67800000 266
67900000 104
68000000 378
68100000 106
68200000 -174
68300000 554
68400000 572
68500000 370
68600000 -546
68700000 -426
68800000 124
68900000 530
69000000 380
69100000 1026
69200000 934
69300000 280
69400000 312
69500000 800
69600000 516
69700000 868
69800000 536
69900000 258
70000000 300
70100000 -328
70200000 44
70300000 326
70400000 -160
70500000 -384
70600000 -366
70700000 -104
70800000 -340
70900000 -148
71000000 -404
71100000 46
71200000 -284
71300000 -84
71400000 -356
71500000 4
71600000 -314
71700000 -380
71800000 -354
71900000 -278
72000000 -488
72100000 278
72200000 534
72300000 724
72400000 668
72500000 1002
72600000 808
72700000 832
72800000 786
72900000 554
73000000 736
73100000 806
73200000 1024
73300000 1066
73400000 1012
73500000 508
73600000 1546
73700000 1570
73800000 1612
73900000 1792
74000000 1434
74100000 2018
74200000 2072
74300000 1910
74400000 1856
74500000 1618
74600000 1754
74700000 2074
74800000 1542
74900000 2048
75000000 2238
75100000 2502
75200000 2184
75300000 2166
75400000 2106
75500000 2106
75600000 1976
75700000 1520
75800000 1306
75900000 1648
76000000 1108
76100000 1354
76200000 876
76300000 600
76400000 630
76500000 286
76600000 418
