76700000 -388
76800000 -602
76900000 -792
77000000 -804
77100000 -460
77200000 -302
77300000 -266
77400000 -772
77500000 -746
77600000 -726
77700000 -968
77800000 -396
77900000 -958
78000000 -868
78100000 -802
78200000 -828
78300000 -510
78400000 -974
78500000 -956
78600000 -738
78700000 -1152
78800000 -1184
78900000 -1208
79000000 -1500
79100000 -1390
79200000 -1556
79300000 -1654
79400000 -1640
79500000 -1608
79600000 -1838
79700000 -2164
79800000 -1864
79900000 -1728
80000000 -1622
80100000 -1584
80200000 -1392
80300000 -1076
80400000 -1220
80500000 -1246
80600000 -1228
80700000 -1104
80800000 -1106
80900000 -1670
81000000 -1338
81100000 -978
81200000 -1450
81300000 -1410
81400000 -1626
81500000 -1126
81600000 -1096
81700000 -1078
81800000 -1326
81900000 -1570
82000000 -1310
82100000 -1126
82200000 -1320
82300000 -1208
82400000 -1306
82500000 -1522
82600000 -1462
82700000 -1458
82800000 -1366
82900000 -1768
83000000 -1560
83100000 -1624
83200000 -1384
83300000 -1372
83400000 -1352
83500000 -1120
83600000 -930
83700000 -912
83800000 -824
83900000 -358
84000000 -166
84100000 -534
84200000 94
84300000 212
84400000 646
84500000 844
84600000 972
84700000 648
84800000 660
84900000 750
85000000 976
85100000 314
85200000 176
85300000 156
85400000 222
85500000 294
85600000 68
85700000 -88
85800000 -180
85900000 -488
86000000 50
86100000 328
86200000 -18
86300000 -532
86400000 -678
86500000 -586
86600000 -984
86700000 -948
86800000 -674
86900000 -410
87000000 -580
87100000 -490
87200000 -338
87300000 -122
87400000 -50
87500000 -136
87600000 -66
87700000 -560
87800000 -822
87900000 -684
88000000 -664
88100000 -866
88200000 -552
88300000 -784
88400000 -1056
88500000 -1100
88600000 -1632
88700000 -1388
88800000 -1916
88900000 -1734
89000000 -2346
89100000 -2068
89200000 -1950
89300000 -2248
89400000 -2190
89500000 -2592
89600000 -2658
89700000 -2632
89800000 -2480
89900000 -2112
90000000 -2098
90100000 -2202
90200000 -2510
90300000 -2490
90400000 -2052
90500000 -2242
90600000 -2140
90700000 -2014
90800000 -1690
90900000 -1614
91000000 -1242
91100000 -1024
91200000 -894
91300000 -686
91400000 -888
91500000 -792
91600000 -840
91700000 -596
91800000 -346
91900000 -790
92000000 -964
92100000 -682
92200000 -852
92300000 -366
92400000 -820
92500000 -708
92600000 -440
92700000 -786
92800000 -412
92900000 -772
93000000 -946
93100000 -1050
93200000 -1280
93300000 -1478
93400000 -1114
93500000 -1610
93600000 -2020
93700000 -2032
93800000 -2234
93900000 -2612
94000000 -2132
94100000 -2286
94200000 -2118
94300000 -2140
94400000 -1432
94500000 -1648
94600000 -1578
94700000 -2212
94800000 -2208
94900000 -2024
95000000 -1382
95100000 -1384
95200000 -1058
95300000 -1028
95400000 -1110
95500000 -790
95600000 -1094
95700000 -1210
95800000 -1008
95900000 -594
96000000 -514
96100000 -260
96200000 -628
96300000 -192
96400000 142
96500000 -66
96600000 -200
96700000 -496
96800000 -690
96900000 -878
97000000 -916
97100000 -1212
97200000 -858
97300000 -968
97400000 -592
97500000 -600
97600000 -742
97700000 -242
97800000 -150
97900000 138
98000000 128
98100000 468
98200000 314
98300000 680
98400000 736
98500000 1178
98600000 850
98700000 560
98800000 756
98900000 452
99000000 740
99100000 658
99200000 312
99300000 42
99400000 -148
99500000 124
99600000 60
99700000 358
99800000 614
99900000 1020
100000000 1110
100100000 944
100200000 538
100300000 842
100400000 932
100500000 816
100600000 614
100700000 656
100800000 626
100900000 510
101000000 490
101100000 464
101200000 750
101300000 778
101400000 726
101500000 1250
101600000 1172
101700000 1052
101800000 988
101900000 876
102000000 788
102100000 588
102200000 732
102300000 892
102400000 1084
102500000 978
102600000 1038
102700000 1054
102800000 1178
102900000 766
103000000 872
103100000 868
103200000 946
103300000 1014
103400000 698
103500000 308
103600000 -22
103700000 68
103800000 132
103900000 434
104000000 548
104100000 350
104200000 910
104300000 820
104400000 794
104500000 904
104600000 1192
104700000 924
104800000 746
104900000 474
105000000 468
105100000 410
105200000 286
105300000 262
105400000 170
105500000 -22
105600000 -324
105700000 -236
105800000 64
105900000 300
106000000 376
106100000 690
106200000 770
106300000 1058
106400000 1028
106500000 1042
106600000 872
106700000 628
106800000 688
106900000 1016
107000000 704
107100000 250
107200000 1210
107300000 1118
107400000 1402
107500000 1206
107600000 876
107700000 502
107800000 286
107900000 358
108000000 460
108100000 458
108200000 578
108300000 360
108400000 -164
108500000 -410
108600000 -950
108700000 -456
108800000 -502
108900000 -518
109000000 -536
109100000 -306
109200000 -6
109300000 -6
109400000 -190
109500000 -186
109600000 -392
109700000 398
109800000 642
109900000 824
110000000 940
110100000 1358
110200000 1296
110300000 1320
110400000 1136
110500000 740
110600000 1076
110700000 958
110800000 514
110900000 792
111000000 1150
111100000 1414
111200000 1576
111300000 2204
111400000 2266
111500000 2186
111600000 2114
111700000 1926
111800000 1944
111900000 1464
112000000 1708
112100000 1958
112200000 1604
112300000 1722
112400000 1762
112500000 1830
112600000 1584
112700000 1984
112800000 2152
112900000 1810
113000000 1824
113100000 1774
113200000 1566
113300000 976
113400000 774
113500000 684
113600000 830
113700000 610
113800000 1054
113900000 614
114000000 728
114100000 824
114200000 1028
114300000 986
114400000 1020
114500000 1240
114600000 988
114700000 752
114800000 678
114900000 314
115000000 298
115100000 438
115200000 28
115300000 -220
115400000 -622
115500000 -422
115600000 -748
115700000 -614
115800000 -724
115900000 -988
116000000 -570
116100000 -268
116200000 -370
116300000 -840
116400000 -678
116500000 -396
116600000 -20
116700000 -72
116800000 -6
116900000 -256
117000000 -34
117100000 -322
117200000 -264
117300000 -372
117400000 -396
117500000 -200
117600000 -382
117700000 42
117800000 276
117900000 280
118000000 740
118100000 656
118200000 874
118300000 946
118400000 694
118500000 312
118600000 114
118700000 174
118800000 -134
118900000 -458
119000000 -514
119100000 -616
119200000 -760
119300000 -744
119400000 -912
119500000 -982
119600000 -652
119700000 -1016
119800000 -404
119900000 -336
120000000 146
120100000 514
120200000 648
120300000 392
120400000 -22
120500000 24
120600000 150
120700000 630
120800000 276
120900000 -4
121000000 -218
121100000 144
121200000 -126
121300000 -72
121400000 -56
121500000 -202
121600000 -268
121700000 -612
121800000 -480
121900000 -378
122000000 -690
122100000 -946
122200000 -850
122300000 -972
122400000 -1292
122500000 -1244
122600000 -1376
122700000 -1034
122800000 -1158
122900000 -946
123000000 -594
123100000 -480
123200000 -694
123300000 -608
123400000 -556
123500000 -546
123600000 -508
123700000 -450
123800000 -90
123900000 -422
124000000 -706
124100000 -594
124200000 -812
124300000 -346
124400000 -388
124500000 -560
124600000 -968
124700000 -1078
124800000 -1018
124900000 -1456
125000000 -976
125100000 -950
125200000 -1226
125300000 -1174
125400000 -1168
125500000 -894
125600000 -534
125700000 -280
125800000 -138
125900000 -320
126000000 -418
126100000 -362
126200000 -642
126300000 -1222
126400000 -1072
126500000 -1406
126600000 -1482
126700000 -968
126800000 -1000
126900000 -1022
127000000 -1242
127100000 -1530
127200000 -1586
127300000 -1434
127400000 -1120
127500000 -1344
127600000 -1520
127700000 -1790
127800000 -1990
127900000 -2078
128000000 -1786
128100000 -1768
128200000 -1282
128300000 -1404
128400000 -1508
128500000 -1578
128600000 -1718
128700000 -2114
128800000 -2058
128900000 -1974
129000000 -1678
129100000 -1594
129200000 -1748
129300000 -1462
129400000 -1878
129500000 -1700
129600000 -1760
129700000 -2220
129800000 -2176
129900000 -2088
130000000 -1866
